.06
068, 47, 254.92
068, XX, 254.92
067, 44, 255.32
079, 50, 255.35
064, 54, 255.67
059, 45, 255.74
055, XX, 255.74
076, XX, 255.74
064, XX, 255.74
059, XX, 255.74
073, 53, 255.74
052, 57, 256.10
052, XX, 256.10
057, 48, 256.10
079, XX, 256.10
067, XX, 256.10
057, XX, 256.10
052, XX, 256.10
062, 47, 257.94
074, 55, 258.02
074, XX, 258.02
059, 43, 258.24
053, 43, 258.27
057, 47, 258.35
057, XX, 258.35
062, XX, 258.35
057, XX, 258.35
072, XX, 258.35
071, 46, 258.57
065, 49, 258.65
065, XX, 258.65
071, XX, 258.65
057, XX, 258.65
073, 59, 259.85
061, 43, 259.87
057, 44, 259.90
061, 58, 259.92
064, XX, 259.92
056, XX, 259.92
050, 35, 260.09
050, XX, 260.09
067, 64, 260.80
079, XX, 260.80
054, 38, 260.85
065, XX, 260.86
081, XX, 260.86
074, XX, 260.86
069, 29, 260.97
045, 65, 260.98
049, 57, 261.08
045, XX, 261.08
076, 59, 261.68
067, XX, 261.68
074, 60, 261.71
071, 46, 261.71
054, 59, 262.30
045, XX, 262.30
065, XX, 262.30
072, XX, 262.30
057, XX, 262.30
045, 61, 262.36
045, XX, 262.36
076, XX, 262.36
077, 75, 262.52
077, XX, 262.52
065, 62, 262.52
061, 57, 263.94
061, XX, 263.94
078, 66, 264.07
066, XX, 264.07
074, 70, 264.33
059, 48, 264.46
062, XX, 264.46
059, XX, 264.46
052, XX, 264.46
069, XX, 264.46
075, XX, 264.46
035, XX, 264.46
079, 70, 264.67
054, 36, 264.79
050, 42, 264.96
076, 59, 265.03
052, XX, 265.03
059, XX, 265.03
052, XX, 265.03
066, XX, 265.03
078, XX, 265.03
082, 100, 265.59
046, 92, 265.43
046, XX, 265.43
072, XX, 265.43
080, 92, 265.90
072, 81, 265.94
057, 52, 265.98
060, 54, 266.00
057, XX, 266.00
076, 60, 266.30
080, XX, 266.30
058, 58, 266.50
056, XX, 266.50
070, XX, 266.50
058, XX, 266.50
066, XX, 266.50
047, 70, 267.40
059, 53, 267.48
071, 72, 267.49
076, XX, 267.49
047, XX, 267.49
079, XX, 267.49
054, 54, 267.55
075, 57, 267.65
065, 60, 267.70
074, XX, 267.70
074, 76, 268.11
071, 62, 268.17
059, 55, 268.34
065, 56, 268.37
067, XX, 268.37
057, XX, 268.37
059, XX, 268.37
076, XX, 268.37
070, 58, 268.44
064, 50, 268.57
064, XX, 268.57
057, XX, 268.57
045, 75, 268.85
045, XX, 268.85
073, XX, 268.85
079, 89, 268.95
076, 55, 270.02
070, XX, 270.02
053, XX, 270.02
067, XX, 270.02
055, XX, 270.02
071, 84, 270.61
074, XX, 270.61
055, 58, 271.05
075, 80, 271.07
053, 75, 271.09
074, XX, 271.09
055, XX, 271.09
071, XX, 271.09
074, 70, 271.64
055, 51, 271.64
055, XX, 271.64
054, 71, 271.94
076, XX, 271.94
079, 86, 272.19
063, XX, 272.19
055, XX, 272.19
050, XX, 272.19
079, XX, 272.19
077, 78, 272.61
074, 72, 272.82
076, XX, 272.82
074, XX, 272.82
077, XX, 272.82
076, 82, 272.94
067, 79, 273.19
076, XX, 273.19
067, XX, 273.19
047, 74, 274.30
073, 82, 274.30
076, 90, 274.31
059, XX, 274.31
075, XX, 274.31
047, XX, 274.31
076, XX, 274.31
063, XX, 274.31
079, 79, 274.54
075, 58, 274.57
054, 59, 274.62
067, 59, 274.63
075, XX, 274.63
063, XX, 274.63
057, XX, 274.63
056, 74, 274.90
066, 78, 274.94
078, XX, 274.94
066, XX, 274.94
061, XX, 274.94
079, 77, 275.09
078, XX, 275.09
049, 59, 275.29
077, XX, 275.29
047, XX, 275.29
077, 97, 275.82
073, 78, 275.82
071, 78, 275.82
065, 57, 275.82
055, 70, 276.01
064, XX, 276.01
059, XX, 276.01
075, XX, 276.01
059, 77, 276.03
077, XX, 276.03
075, XX, 276.03
074, 96, 276.04
039, XX, 276.04
068, XX, 276.04
074, XX, 276.04
075, 80, 276.37
066, 80, 276.48
075, XX, 276.48
059, 72, 276.48
101, XX, 276.48
076, 77, 276.64
064, 82, 276.91
057, 59, 276.93
056, 74, 276.94
082, 83, 277.07
078, XX, 277.07
066, XX, 277.07
066, 55, 277.11
066, XX, 277.11
057, XX, 277.11
054, XX, 277.11
063, 73, 277.99
082, 94, 278.04
066, XX, 278.04
071, 81, 278.88
062, 80, 278.90
059, 55, 278.94
073, XX, 278.94
072, 71, 279.08
073, 62, 279.63
070, XX, 279.63
073, XX, 279.63
071, 59, 279.77
071, XX, 279.77
072, 80, 279.77
053, XX, 279.77
062, XX, 279.77
072, XX, 279.77
041, 92, 280.04
047, XX, 280.04
049, 76, 280.50
061, 84, 281.16
061, XX, 281.16
060, 69, 281.21
036, XX, 281.21
046, 68, 281.61
060, XX, 281.61
070, 89, 281.76
066, 77, 281.76
050, 78, 281.77
064, 80, 281.80
044, XX, 281.80
070, XX, 281.80
054, XX, 281.80
066, 63, 282.31
060, XX, 282.31
056, 60, 282.71
060, 80, 282.80
072, 91, 282.82
063, 83, 282.83
072, XX, 282.83
066, XX, 282.83
058, XX, 282.83
075, 84, 282.84
073, XX, 282.84
061, 76, 283.26
052, 79, 283.26
071, XX, 283.26
058, XX, 283.26
063, XX, 283.26
063, 70, 283.67
065, 52, 283.69
061, XX, 283.69
056, 57, 283.77
070, 84, 283.79
066, XX, 283.79
058, 71, 284.16
062, XX, 284.16
056, XX, 284.16
067, 76, 284.23
058, 77, 284.48
067, XX, 284.48
070, XX, 284.48
058, XX, 284.48
056, 56, 284.77
063, XX, 284.77
058, 74, 284.96
066, 68, 284.96
056, XX, 284.96
058, XX, 284.96
066, 51, 285.04
060, 65, 285.06
068, XX, 285.06
060, XX, 285.06
056, XX, 285.06
080, 78, 285.10
075, 74, 285.11
070, XX, 285.11
037, 66, 285.35
068, XX, 285.35
037, XX, 285.35
039, 60, 285.37
051, 80, 285.44
057, XX, 285.44
063, 62, 285.99
039, XX, 285.99
075, 76, 286.12
066, 58, 286.16
055, XX, 286.16
059, 61, 286.49
066, XX, 286.49
038, 64, 286.54
037, XX, 286.54
080, 70, 286.95
078, XX, 286.95
074, XX, 286.95
058, 70, 286.98
085, 73, 287.19
078, 68, 287.20
078, XX, 287.20
073, 71, 287.20
065, XX, 287.20
059, XX, 287.20
059, 60, 287.81
068, XX, 287.81
073, XX, 287.81
065, XX, 287.81
059, XX, 287.81
068, 64, 287.96
058, 57, 288.03
066, 68, 288.05
070, 75, 288.15
063, 72, 288.18
068, XX, 288.18
071, XX, 288.18
080, 80, 288.31
080, XX, 288.31
063, XX, 288.31
058, XX, 288.31
076, 70, 288.59
060, XX, 288.59
051, XX, 288.59
047, 74, 288.74
047, XX, 288.74
056, XX, 288.74
073, 71, 289.52
054, 68, 289.52
083, 95, 290.76
063, 73, 290.88
055, 62, 290.93
075, XX, 290.93
073, XX, 290.93
083, XX, 290.93
047, 68, 291.03
047, XX, 291.03
081, 90, 291.08
079, 90, 291.08
074, 82, 291.20
062, 58, 291.22
067, 61, 291.25
062, 78, 291.31
058, 73, 291.32
076, 69, 291.92
076, XX, 291.92
074, 57, 292.02
067, XX, 292.02
079, XX, 292.02
074, XX, 292.02
065, XX, 292.02
072, XX, 292.02
082, XX, 292.02
077, 74, 292.17
065, 53, 292.23
070, 57, 292.23
067, 51, 292.25
063, 52, 292.28
067, XX, 292.28
058, XX, 292.28
061, XX, 292.28
058, 58, 292.42
077, XX, 292.42
058, XX, 292.42
073, 64, 292.56
079, 78, 292.60
075, XX, 292.60
070, XX, 292.60
077, XX, 292.60
070, 56, 292.73
070, XX, 292.73
082, XX, 292.73
044, 86, 292.78
080, 74, 292.80
080, XX, 292.80
079, 72, 293.02
079, XX, 293.02
080, 67, 293.05
060, XX, 293.05
078, 72, 293.27
080, XX, 293.27
049, XX, 293.27
077, XX, 293.27
054, 73, 293.87
078, 77, 293.89
071, 73, 295.57
056, 60, 295.83
077, XX, 295.83
056, XX, 295.83
075, 84, 296.16
063, 75, 296.16
078, XX, 296.16
082, 64, 296.45
059, 77, 296.45
071, 82, 296.47
083, XX, 296.47
078, XX, 296.47
071, 79, 296.59
068, 77, 296.60
046, 77, 296.60
076, 84, 296.60
076, XX, 296.60
075, 72, 296.85
059, 77, 296.87
066, 56, 296.89
066, XX, 296.89
056, XX, 296.89
059, XX, 296.89
073, XX, 296.89
077, 93, 297.31
065, 59, 297.32
061, XX, 297.32
075, 76, 297.44
067, 56, 297.44
075, XX, 297.44
046, 66, 297.64
075, XX, 297.64
044, XX, 297.64
068, 77, 298.62
080, 75, 298.62
077, 71, 298.63
077, XX, 298.63
080, XX, 298.63
076, 57, 298.74
076, XX, 298.74
079, 72, 298.96
067, 78, 298.96
070, 62, 298.98
049, 62, 298.99
055, 58, 299.01
073, 79, 299.03
046, XX, 299.03
041, 65, 299.30
049, XX, 299.30
044, 66, 299.87
039, XX, 299.87
062, XX, 299.87
074, 62, 300.03
076, XX, 300.03
073, 81, 300.77
072, XX, 300.77
075, XX, 300.77
044, 68, 300.80
041, XX, 300.80
075, 68, 301.05
075, XX, 301.05
075, 64, 301.53
075, XX, 301.53
076, 68, 301.60
063, 68, 301.93
056, 69, 301.93
066, XX, 301.93
070, 71, 302.15
074, XX, 302.15
070, XX, 302.15
056, XX, 302.15
055, 76, 302.20
073, 76, 302.24
056, XX, 302.24
061, XX, 302.24
055, 70, 302.45
073, XX, 302.45
070, 74, 302.51
075, XX, 302.51
051, 69, 302.42
053, 65, 303.19
058, 61, 303.27
070, XX, 303.27
075, 71, 303.31
072, 72, 303.34
075, XX, 303.34
070, 83, 303.37
072, XX, 303.37
